Shipment_ID,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Origin_Hub,Destination_Hub,Current_Latitude,Current_Longitude,Internal_Temperature_C,Temperature_Alert,Humidity_Level_pct,Humidity_Alert,Vibration_Alert,GPS_Speed_kmh,Battery_Level_pct,Signal_Strength_dBm,Timestamp,Transit_Status,Expected_Delivery,SLA_Breach
SHP000244,BAT000244,DRG0244,Valproate 500mg,SUP006,Delhi Cold Hub,Ahmedabad Hub,25.54361,74.66524,19.0,Normal,74.4,Normal,Normal,84.5,46,-91,2026-05-15 14:32:36,In Transit,2026-05-19,On Track
SHP000245,BAT000245,DRG0245,Lamotrigine 25mg,SUP017,Delhi Cold Hub,Ahmedabad Hub,24.443082,73.738879,23.0,Normal,72.9,Normal,Normal,79.6,69,-54,2026-05-16 01:26:36,In Transit,2026-05-26,On Track
SHP000246,BAT000246,DRG0246,Lamotrigine 50mg,SUP014,Lucknow Store,Mumbai Warehouse,21.213968,75.130875,29.7,WARNING: Near Limit,55.7,Normal,Minor,29.6,66,-52,2026-05-16 06:25:36,Delayed,2026-05-17,Breached
SHP000247,BAT000247,DRG0247,Levetiracetam 250mg,SUP008,Ahmedabad Hub,Pune Distribution,22.019486,72.879226,35.5,CRITICAL TEMP EXCURSION,60.7,Normal,ALERT: Severe,78.1,76,-77,2026-05-16 06:37:36,Delivered,2026-05-18,On Track
SHP000248,BAT000248,DRG0248,Levetiracetam 500mg,SUP019,Ahmedabad Hub,Mumbai Warehouse,20.197315,72.834972,30.2,CRITICAL TEMP EXCURSION,68.0,Normal,Normal,70.1,80,-57,2026-05-16 01:28:36,In Transit,2026-05-19,On Track
SHP000249,BAT000249,DRG0249,Topiramate 25mg,SUP013,Lucknow Store,Kolkata Cold Chain,25.771599,82.772435,22.1,Normal,42.5,Normal,Normal,79.0,91,-55,2026-05-16 03:07:36,In Transit,2026-05-18,On Track
SHP000250,BAT000250,DRG0250,Topiramate 50mg,SUP005,Chennai Port,Jaipur Depot,13.311379,80.208692,23.6,Normal,83.4,High Humidity Alert,Normal,1.3,52,-68,2026-05-15 20:44:36,In Transit,2026-05-18,On Track
SHP000251,BAT000251,DRG0251,Clonazepam 0.5mg,SUP016,Hyderabad Depot,Kolkata Cold Chain,22.352119,88.040831,18.5,Normal,84.6,High Humidity Alert,Minor,60.2,68,-75,2026-05-15 18:43:36,Delivered,2026-05-20,On Track
SHP000252,BAT000252,DRG0252,Clonazepam 2mg,SUP009,Kolkata Cold Chain,Ahmedabad Hub,22.611648,88.067488,23.2,Normal,68.0,Normal,Normal,52.0,66,-66,2026-05-16 01:54:36,In Transit,2026-05-21,On Track
SHP000253,BAT000253,DRG0253,Sumatriptan 50mg,SUP007,Mumbai Warehouse,Delhi Cold Hub,27.115184,76.542835,18.1,Normal,81.0,High Humidity Alert,Normal,17.8,25,-50,2026-05-15 08:36:36,At Checkpoint,2026-05-20,On Track
SHP000254,BAT000254,DRG0254,Rizatriptan 10mg,SUP013,Bengaluru Pharma Hub,Chennai Port,13.086154,79.884847,28.4,Normal,61.8,Normal,Normal,48.8,57,-78,2026-05-16 04:29:36,In Transit,2026-05-16,On Track
SHP000255,BAT000255,DRG0255,Sertraline 25mg,SUP017,Mumbai Warehouse,Chennai Port,13.628727,79.636652,27.8,Normal,47.4,Normal,Normal,4.2,32,-87,2026-05-16 04:19:36,Delivered,2026-05-23,On Track
SHP000256,BAT000256,DRG0256,Sertraline 50mg,SUP007,Pune Distribution,Jaipur Depot,26.841274,75.756804,20.8,Normal,77.7,High Humidity Alert,Minor,77.6,49,-91,2026-05-15 11:58:36,In Transit,2026-05-17,On Track
SHP000257,BAT000257,DRG0257,Fluoxetine 20mg,SUP002,Mumbai Warehouse,Pune Distribution,19.028362,72.920523,23.0,Normal,72.3,Normal,Normal,44.2,94,-60,2026-05-15 16:15:36,In Transit,2026-05-21,On Track
SHP000258,BAT000258,DRG0258,Escitalopram 5mg,SUP018,Ahmedabad Hub,Hyderabad Depot,19.893769,75.862011,19.6,Normal,72.4,Normal,Normal,81.7,62,-59,2026-05-16 03:23:36,In Transit,2026-05-19,On Track
SHP000259,BAT000259,DRG0259,Escitalopram 10mg,SUP018,Lucknow Store,Pune Distribution,20.476216,75.482034,19.9,Normal,77.0,High Humidity Alert,ALERT: Severe,4.1,96,-81,2026-05-16 01:15:36,In Transit,2026-05-22,On Track
SHP000260,BAT000260,DRG0260,Paroxetine 20mg,SUP004,Mumbai Warehouse,Bengaluru Pharma Hub,17.250593,74.298022,22.4,Normal,45.4,Normal,Normal,42.2,24,-88,2026-05-16 04:32:36,Delivered,2026-05-17,On Track
SHP000261,BAT000261,DRG0261,Venlafaxine 37.5mg,SUP010,Mumbai Warehouse,Ahmedabad Hub,19.912097,72.81173,27.7,Normal,71.5,Normal,Normal,47.8,49,-80,2026-05-15 08:03:36,Delayed,2026-05-16,Breached
SHP000262,BAT000262,DRG0262,Venlafaxine 75mg,SUP014,Ahmedabad Hub,Pune Distribution,21.613652,72.917448,23.3,Normal,75.2,High Humidity Alert,Normal,45.3,61,-65,2026-05-15 15:04:36,Delayed,2026-05-18,Breached
SHP000263,BAT000263,DRG0263,Amitriptyline 10mg,SUP005,Bengaluru Pharma Hub,Lucknow Store,17.609781,78.697883,29.8,WARNING: Near Limit,79.1,High Humidity Alert,Normal,50.0,58,-108,2026-05-15 15:26:36,Delivered,2026-05-22,On Track
SHP000264,BAT000264,DRG0264,Amitriptyline 25mg,SUP012,Chennai Port,Bengaluru Pharma Hub,13.096828,80.230899,23.7,Normal,33.7,Normal,ALERT: Severe,18.6,63,-97,2026-05-15 12:01:36,Delivered,2026-05-23,On Track
SHP000265,BAT000265,DRG0265,Clomipramine 25mg,SUP013,Kolkata Cold Chain,Bengaluru Pharma Hub,19.096688,84.546353,24.0,Normal,56.1,Normal,Normal,36.6,23,-59,2026-05-15 21:45:36,At Checkpoint,2026-05-24,On Track
SHP000266,BAT000266,DRG0266,Mirtazapine 15mg,SUP011,Kolkata Cold Chain,Hyderabad Depot,21.677082,86.649926,21.1,Normal,49.1,Normal,Normal,61.9,97,-61,2026-05-16 01:48:36,Delivered,2026-05-19,On Track
SHP000267,BAT000267,DRG0267,Olanzapine 5mg,SUP016,Lucknow Store,Kolkata Cold Chain,23.720146,86.434382,23.1,Normal,44.2,Normal,Normal,28.3,61,-84,2026-05-15 15:22:36,In Transit,2026-05-23,On Track
SHP000268,BAT000268,DRG0268,Olanzapine 10mg,SUP014,Jaipur Depot,Ahmedabad Hub,24.952084,74.155425,18.9,Normal,68.7,Normal,Normal,21.7,87,-94,2026-05-16 01:43:36,In Transit,2026-05-23,On Track
SHP000269,BAT000269,DRG0269,Risperidone 1mg,SUP020,Hyderabad Depot,Kolkata Cold Chain,21.236541,85.913308,26.5,Normal,39.6,Normal,ALERT: Severe,13.3,33,-104,2026-05-16 04:11:36,Delivered,2026-05-21,On Track
SHP000270,BAT000270,DRG0270,Risperidone 2mg,SUP018,Ahmedabad Hub,Kolkata Cold Chain,22.796396,82.114117,27.4,Normal,38.7,Normal,Minor,33.5,56,-93,2026-05-15 11:53:36,Delivered,2026-05-25,On Track
SHP000271,BAT000271,DRG0271,Quetiapine 25mg,SUP003,Jaipur Depot,Hyderabad Depot,26.571456,75.835068,24.9,Normal,41.4,Normal,Normal,16.8,43,-63,2026-05-15 16:38:36,At Checkpoint,2026-05-24,On Track
SHP000272,BAT000272,DRG0272,Quetiapine 100mg,SUP015,Mumbai Warehouse,Delhi Cold Hub,28.623228,77.163942,23.9,Normal,34.3,Normal,Normal,49.2,29,-82,2026-05-15 14:53:36,In Transit,2026-05-19,On Track
SHP000273,BAT000273,DRG0273,Haloperidol 5mg,SUP007,Delhi Cold Hub,Kolkata Cold Chain,23.027204,87.542318,26.2,Normal,81.8,High Humidity Alert,Normal,52.5,46,-99,2026-05-15 16:38:36,Delivered,2026-05-18,On Track
SHP000274,BAT000274,DRG0274,Lithium 300mg,SUP016,Chennai Port,Lucknow Store,18.24047,80.486498,19.9,Normal,45.3,Normal,Normal,39.0,50,-52,2026-05-15 11:47:36,In Transit,2026-05-24,On Track
SHP000275,BAT000275,DRG0275,Diazepam 2mg,SUP013,Hyderabad Depot,Mumbai Warehouse,18.664386,74.310512,35.3,CRITICAL TEMP EXCURSION,63.9,Normal,Minor,73.6,90,-90,2026-05-16 03:02:36,Delayed,2026-05-25,Breached
SHP000276,BAT000276,DRG0276,Diazepam 5mg,SUP003,Lucknow Store,Hyderabad Depot,25.663049,80.682432,24.5,Normal,34.8,Normal,Minor,10.6,69,-96,2026-05-15 18:52:36,Delayed,2026-05-16,Breached
SHP000277,BAT000277,DRG0277,Alprazolam 0.25mg,SUP018,Lucknow Store,Kolkata Cold Chain,26.625437,81.409403,25.8,Normal,75.3,High Humidity Alert,Normal,77.7,90,-69,2026-05-15 20:22:36,In Transit,2026-05-19,On Track
SHP000278,BAT000278,DRG0278,Alprazolam 0.5mg,SUP007,Lucknow Store,Ahmedabad Hub,25.859039,78.737401,34.3,CRITICAL TEMP EXCURSION,57.8,Normal,Minor,39.1,20,-84,2026-05-15 13:50:36,In Transit,2026-05-22,On Track
SHP000279,BAT000279,DRG0279,Zolpidem 5mg,SUP015,Mumbai Warehouse,Bengaluru Pharma Hub,18.754798,73.109536,35.8,CRITICAL TEMP EXCURSION,76.4,High Humidity Alert,Minor,4.2,43,-61,2026-05-16 04:05:36,In Transit,2026-05-20,On Track
SHP000280,BAT000280,DRG0280,Levothyroxine 25mcg,SUP008,Hyderabad Depot,Mumbai Warehouse,17.861844,76.960412,20.1,Normal,38.6,Normal,Normal,22.3,42,-110,2026-05-16 01:01:36,In Transit,2026-05-21,On Track
SHP000281,BAT000281,DRG0281,Levothyroxine 50mcg,SUP006,Delhi Cold Hub,Mumbai Warehouse,27.132828,76.557332,28.2,Normal,33.3,Normal,Minor,79.6,48,-89,2026-05-15 21:04:36,In Transit,2026-05-26,On Track
SHP000282,BAT000282,DRG0282,Levothyroxine 100mcg,SUP018,Mumbai Warehouse,Hyderabad Depot,17.63775,77.706484,21.4,Normal,73.1,Normal,Minor,17.4,51,-98,2026-05-16 01:12:36,In Transit,2026-05-19,On Track
SHP000283,BAT000283,DRG0283,Carbimazole 5mg,SUP011,Kolkata Cold Chain,Bengaluru Pharma Hub,16.851117,82.018631,33.4,CRITICAL TEMP EXCURSION,70.7,Normal,ALERT: Severe,20.7,36,-57,2026-05-15 21:33:36,In Transit,2026-05-17,On Track
SHP000284,BAT000284,DRG0284,Propylthiouracil 50mg,SUP007,Bengaluru Pharma Hub,Mumbai Warehouse,15.667308,75.508579,28.5,Normal,63.1,Normal,Normal,85.6,35,-101,2026-05-15 22:27:36,Delivered,2026-05-22,On Track
SHP000285,BAT000285,DRG0285,Prednisolone 5mg,SUP014,Hyderabad Depot,Delhi Cold Hub,22.768371,77.85914,28.9,Normal,51.1,Normal,Minor,69.7,54,-69,2026-05-16 03:34:36,At Checkpoint,2026-05-19,On Track
SHP000286,BAT000286,DRG0286,Prednisolone 10mg,SUP013,Ahmedabad Hub,Pune Distribution,20.251273,73.379625,23.4,Normal,68.7,Normal,Normal,43.3,49,-64,2026-05-15 17:04:36,In Transit,2026-05-22,On Track
SHP000287,BAT000287,DRG0287,Prednisolone 20mg,SUP016,Chennai Port,Ahmedabad Hub,16.265323,77.819328,21.0,Normal,35.7,Normal,Normal,63.1,99,-83,2026-05-16 02:38:36,Delivered,2026-05-19,On Track
SHP000288,BAT000288,DRG0288,Dexamethasone 0.5mg,SUP011,Mumbai Warehouse,Lucknow Store,23.47954,77.509657,21.2,Normal,78.1,High Humidity Alert,Normal,5.5,41,-65,2026-05-16 03:08:36,In Transit,2026-05-21,On Track
SHP000289,BAT000289,DRG0289,Dexamethasone 4mg Injection,SUP004,Hyderabad Depot,Pune Distribution,17.769422,76.821873,19.7,Normal,62.0,Normal,Normal,27.0,26,-77,2026-05-15 15:40:36,Delivered,2026-05-25,On Track
SHP000290,BAT000290,DRG0290,Hydrocortisone 100mg Injection,SUP016,Ahmedabad Hub,Bengaluru Pharma Hub,20.410482,73.84478,21.0,Normal,37.2,Normal,Normal,45.2,50,-65,2026-05-15 22:04:36,Delayed,2026-05-26,Breached
SHP000291,BAT000291,DRG0291,Methylprednisolone 4mg,SUP012,Jaipur Depot,Delhi Cold Hub,27.941073,76.674012,24.5,Normal,57.1,Normal,Normal,44.3,68,-57,2026-05-15 11:08:36,In Transit,2026-05-19,On Track
SHP000292,BAT000292,DRG0292,Methylprednisolone 40mg Injection,SUP001,Hyderabad Depot,Bengaluru Pharma Hub,14.834515,77.954332,35.2,CRITICAL TEMP EXCURSION,81.9,High Humidity Alert,Normal,30.6,89,-68,2026-05-15 20:51:36,Delivered,2026-05-20,On Track
SHP000293,BAT000293,DRG0293,Testosterone 250mg Injection,SUP001,Mumbai Warehouse,Jaipur Depot,21.690126,73.876617,24.4,Normal,75.6,High Humidity Alert,Minor,15.5,61,-66,2026-05-15 15:49:36,Delayed,2026-05-23,Breached
SHP000294,BAT000294,DRG0294,Progesterone 200mg,SUP015,Bengaluru Pharma Hub,Mumbai Warehouse,17.463369,74.103942,7.2,Normal,49.9,Normal,Normal,77.6,60,-63,2026-05-15 18:00:36,In Transit,2026-05-25,On Track
SHP000295,BAT000295,DRG0295,Estradiol 1mg,SUP011,Kolkata Cold Chain,Bengaluru Pharma Hub,17.206994,82.419059,30.6,CRITICAL TEMP EXCURSION,40.1,Normal,ALERT: Severe,71.6,71,-100,2026-05-15 20:30:36,Delivered,2026-05-18,On Track
SHP000296,BAT000296,DRG0296,Tamoxifen 20mg,SUP009,Jaipur Depot,Kolkata Cold Chain,26.119515,78.198623,19.1,Normal,82.0,High Humidity Alert,Normal,22.1,55,-105,2026-05-15 20:56:36,At Checkpoint,2026-05-25,On Track
SHP000297,BAT000297,DRG0297,Anastrozole 1mg,SUP016,Bengaluru Pharma Hub,Mumbai Warehouse,17.792788,73.892907,28.0,Normal,54.4,Normal,Normal,36.9,20,-94,2026-05-15 19:03:36,In Transit,2026-05-25,On Track
SHP000298,BAT000298,DRG0298,Growth Hormone 4IU,SUP015,Pune Distribution,Kolkata Cold Chain,19.264034,76.707671,1.2,Normal,42.7,Normal,Normal,4.5,30,-74,2026-05-15 23:15:36,In Transit,2026-05-21,On Track
SHP000299,BAT000299,DRG0299,Methotrexate 2.5mg,SUP004,Hyderabad Depot,Jaipur Depot,23.247689,76.795055,1.7,Normal,62.6,Normal,Normal,76.7,25,-84,2026-05-16 06:01:36,At Checkpoint,2026-05-18,On Track
SHP000300,BAT000300,DRG0300,Methotrexate 50mg Injection,SUP006,Ahmedabad Hub,Lucknow Store,25.524975,78.069127,13.1,CRITICAL TEMP EXCURSION,53.0,Normal,Normal,42.7,75,-55,2026-05-16 02:19:36,Delivered,2026-05-20,On Track
SHP000301,BAT000301,DRG0301,Cyclophosphamide 50mg,SUP001,Hyderabad Depot,Jaipur Depot,24.165609,76.512884,23.6,Normal,41.0,Normal,Normal,8.1,74,-68,2026-05-16 01:44:36,In Transit,2026-05-26,On Track
SHP000302,BAT000302,DRG0302,5-Fluorouracil 250mg Injection,SUP017,Delhi Cold Hub,Hyderabad Depot,17.614062,78.493679,12.9,CRITICAL TEMP EXCURSION,73.6,Normal,Normal,25.5,31,-83,2026-05-15 20:31:36,In Transit,2026-05-19,On Track
SHP000303,BAT000303,DRG0303,Cisplatin 50mg Injection,SUP006,Delhi Cold Hub,Kolkata Cold Chain,26.545684,81.080452,2.6,Normal,39.8,Normal,Normal,59.3,69,-77,2026-05-15 18:23:36,Delivered,2026-05-22,On Track
SHP000304,BAT000304,DRG0304,Carboplatin 150mg Injection,SUP001,Mumbai Warehouse,Kolkata Cold Chain,22.049209,86.150074,6.0,Normal,32.5,Normal,Normal,79.2,28,-80,2026-05-15 19:33:36,In Transit,2026-05-17,On Track
SHP000305,BAT000305,DRG0305,Paclitaxel 300mg Injection,SUP014,Jaipur Depot,Lucknow Store,26.933202,78.097926,5.9,Normal,40.4,Normal,Normal,62.8,25,-54,2026-05-16 00:59:36,In Transit,2026-05-24,On Track
SHP000306,BAT000306,DRG0306,Docetaxel 80mg Injection,SUP014,Hyderabad Depot,Ahmedabad Hub,19.14654,76.62462,2.8,Normal,49.0,Normal,Normal,71.7,84,-58,2026-05-15 17:28:36,At Checkpoint,2026-05-20,On Track
SHP000307,BAT000307,DRG0307,Doxorubicin 50mg Injection,SUP010,Ahmedabad Hub,Mumbai Warehouse,22.406738,72.649366,2.8,Normal,76.3,High Humidity Alert,Normal,37.6,92,-108,2026-05-15 21:09:36,Delayed,2026-05-23,Breached
SHP000308,BAT000308,DRG0308,Imatinib 100mg,SUP001,Jaipur Depot,Kolkata Cold Chain,23.70386,85.033081,18.0,Normal,48.6,Normal,Minor,78.7,100,-54,2026-05-15 20:04:36,Delivered,2026-05-20,On Track
SHP000309,BAT000309,DRG0309,Imatinib 400mg,SUP001,Bengaluru Pharma Hub,Delhi Cold Hub,19.062696,77.426031,18.2,Normal,73.9,Normal,Minor,70.3,81,-76,2026-05-16 04:05:36,In Transit,2026-05-26,On Track
SHP000310,BAT000310,DRG0310,Gefitinib 250mg,SUP018,Kolkata Cold Chain,Mumbai Warehouse,21.541743,83.658381,21.5,Normal,55.1,Normal,Minor,23.6,47,-81,2026-05-16 05:00:36,Delivered,2026-05-22,On Track
SHP000311,BAT000311,DRG0311,Erlotinib 150mg,SUP001,Delhi Cold Hub,Jaipur Depot,27.367944,76.185555,23.0,Normal,79.3,High Humidity Alert,Normal,11.8,69,-62,2026-05-15 22:46:36,Delivered,2026-05-24,On Track
SHP000312,BAT000312,DRG0312,Trastuzumab 440mg Injection,SUP010,Delhi Cold Hub,Pune Distribution,21.999283,74.95814,5.1,Normal,63.5,Normal,Normal,84.5,39,-82,2026-05-15 14:31:36,Delayed,2026-05-18,On Track
SHP000313,BAT000313,DRG0313,Bevacizumab 100mg Injection,SUP011,Delhi Cold Hub,Mumbai Warehouse,21.183081,73.797373,7.7,Normal,60.9,Normal,Normal,26.1,50,-87,2026-05-15 16:41:36,Delivered,2026-05-16,On Track
SHP000314,BAT000314,DRG0314,Rituximab 500mg Injection,SUP017,Pune Distribution,Mumbai Warehouse,18.621816,73.610293,5.1,Normal,41.6,Normal,Normal,43.5,76,-68,2026-05-15 23:32:36,In Transit,2026-05-22,On Track
SHP000315,BAT000315,DRG0315,Capecitabine 500mg,SUP004,Ahmedabad Hub,Delhi Cold Hub,26.050116,75.136265,28.7,Normal,56.1,Normal,Minor,57.8,30,-71,2026-05-16 06:11:36,At Checkpoint,2026-05-23,On Track
SHP000316,BAT000316,DRG0316,Lenalidomide 25mg,SUP013,Jaipur Depot,Lucknow Store,26.855892,78.036304,27.7,Normal,32.6,Normal,Normal,67.6,93,-84,2026-05-15 23:46:36,In Transit,2026-05-26,On Track
SHP000317,BAT000317,DRG0317,Vitamin C 500mg,SUP015,Bengaluru Pharma Hub,Jaipur Depot,22.677778,76.341429,22.8,Normal,70.8,Normal,Normal,71.9,61,-56,2026-05-16 06:00:36,Delayed,2026-05-26,Breached
SHP000318,BAT000318,DRG0318,Vitamin C 1000mg,SUP011,Bengaluru Pharma Hub,Lucknow Store,24.485677,80.327054,24.7,Normal,72.1,Normal,Normal,49.1,71,-67,2026-05-15 15:38:36,In Transit,2026-05-22,On Track
SHP000319,BAT000319,DRG0319,Vitamin D3 1000IU,SUP010,Kolkata Cold Chain,Hyderabad Depot,21.559577,86.475624,24.9,Normal,82.9,High Humidity Alert,Normal,42.7,94,-73,2026-05-16 00:41:36,At Checkpoint,2026-05-25,On Track
SHP000320,BAT000320,DRG0320,Vitamin D3 60000IU,SUP006,Delhi Cold Hub,Jaipur Depot,27.029727,75.892309,21.9,Normal,78.6,High Humidity Alert,Normal,69.5,49,-81,2026-05-16 03:39:36,Delivered,2026-05-16,On Track
SHP000321,BAT000321,DRG0321,Vitamin B12 500mcg,SUP002,Jaipur Depot,Kolkata Cold Chain,23.324325,86.106016,21.5,Normal,31.7,Normal,ALERT: Severe,62.6,88,-67,2026-05-15 08:03:36,In Transit,2026-05-17,On Track
SHP000322,BAT000322,DRG0322,Vitamin B12 1000mcg Injection,SUP010,Hyderabad Depot,Pune Distribution,17.7774,77.096336,31.7,CRITICAL TEMP EXCURSION,72.6,Normal,Minor,88.1,77,-109,2026-05-15 17:45:36,At Checkpoint,2026-05-18,On Track
SHP000323,BAT000323,DRG0323,Vitamin B Complex,SUP001,Delhi Cold Hub,Pune Distribution,20.335933,74.411902,25.3,Normal,38.9,Normal,Normal,20.9,85,-63,2026-05-15 21:15:36,Delayed,2026-05-19,On Track
SHP000324,BAT000324,DRG0324,Folic Acid 5mg,SUP005,Bengaluru Pharma Hub,Delhi Cold Hub,20.263357,77.406374,29.1,WARNING: Near Limit,51.3,Normal,Normal,85.8,54,-68,2026-05-15 23:10:36,Delayed,2026-05-17,Breached
SHP000325,BAT000325,DRG0325,Iron 100mg (as Ferrous Sulphate),SUP015,Jaipur Depot,Mumbai Warehouse,26.120644,75.462999,29.1,WARNING: Near Limit,66.2,Normal,ALERT: Severe,46.0,62,-110,2026-05-15 23:55:36,Delivered,2026-05-16,On Track
SHP000326,BAT000326,DRG0326,Iron Sucrose 100mg Injection,SUP016,Delhi Cold Hub,Ahmedabad Hub,28.31964,76.922326,18.5,Normal,78.4,High Humidity Alert,Normal,2.8,100,-76,2026-05-16 05:40:36,At Checkpoint,2026-05-26,On Track
SHP000327,BAT000327,DRG0327,Calcium 500mg,SUP003,Delhi Cold Hub,Ahmedabad Hub,27.688022,76.436633,24.6,Normal,65.8,Normal,Normal,75.0,87,-90,2026-05-16 05:43:36,Delayed,2026-05-16,Breached
SHP000328,BAT000328,DRG0328,Calcium + Vitamin D3,SUP019,Jaipur Depot,Lucknow Store,26.915647,79.236134,25.8,Normal,64.7,Normal,Normal,6.8,89,-110,2026-05-15 16:18:36,At Checkpoint,2026-05-26,On Track
SHP000329,BAT000329,DRG0329,Zinc 20mg,SUP009,Delhi Cold Hub,Kolkata Cold Chain,23.394112,86.783594,18.2,Normal,31.8,Normal,Normal,75.7,50,-71,2026-05-16 02:39:36,Delivered,2026-05-16,On Track
SHP000330,BAT000330,DRG0330,Magnesium 250mg,SUP005,Bengaluru Pharma Hub,Kolkata Cold Chain,14.880266,79.666959,21.9,Normal,62.7,Normal,ALERT: Severe,58.6,52,-89,2026-05-15 12:56:36,Delayed,2026-05-23,On Track
SHP000331,BAT000331,DRG0331,Omega-3 Fatty Acids 1000mg,SUP018,Delhi Cold Hub,Bengaluru Pharma Hub,28.467223,77.244274,19.7,Normal,38.9,Normal,Normal,19.3,96,-109,2026-05-15 10:45:36,In Transit,2026-05-18,On Track
SHP000332,BAT000332,DRG0332,Multivitamin Tablet,SUP020,Hyderabad Depot,Ahmedabad Hub,19.389253,76.337291,23.4,Normal,75.3,High Humidity Alert,ALERT: Severe,5.3,98,-86,2026-05-15 08:35:36,Delivered,2026-05-16,On Track
SHP000333,BAT000333,DRG0333,Biotin 10mg,SUP001,Bengaluru Pharma Hub,Chennai Port,12.980342,78.27742,21.7,Normal,49.4,Normal,Normal,62.9,74,-94,2026-05-15 13:38:36,In Transit,2026-05-24,On Track
SHP000334,BAT000334,DRG0334,Niacin 500mg,SUP004,Ahmedabad Hub,Pune Distribution,19.493722,73.524127,22.8,Normal,68.6,Normal,Minor,49.2,35,-88,2026-05-15 11:17:36,Delivered,2026-05-23,On Track
SHP000335,BAT000335,DRG0335,Coenzyme Q10 100mg,SUP011,Hyderabad Depot,Jaipur Depot,20.948697,77.479444,20.4,Normal,37.0,Normal,Normal,3.5,71,-59,2026-05-15 14:55:36,At Checkpoint,2026-05-25,On Track
SHP000336,BAT000336,DRG0336,Betamethasone 0.1% Cream,SUP018,Jaipur Depot,Kolkata Cold Chain,25.638551,79.342613,27.8,Normal,83.2,High Humidity Alert,ALERT: Severe,81.5,37,-63,2026-05-16 05:01:36,In Transit,2026-05-18,On Track
SHP000337,BAT000337,DRG0337,Hydrocortisone 1% Cream,SUP009,Lucknow Store,Jaipur Depot,26.838701,78.941028,18.1,Normal,52.9,Normal,Normal,87.0,92,-73,2026-05-15 16:49:36,In Transit,2026-05-19,On Track
SHP000338,BAT000338,DRG0338,Clobetasol 0.05% Cream,SUP019,Pune Distribution,Kolkata Cold Chain,21.002348,82.749019,27.9,Normal,62.3,Normal,ALERT: Severe,54.3,90,-95,2026-05-15 23:23:36,In Transit,2026-05-24,On Track
SHP000339,BAT000339,DRG0339,Tacrolimus 0.1% Ointment,SUP013,Ahmedabad Hub,Kolkata Cold Chain,22.768765,81.351224,22.5,Normal,73.0,Normal,Normal,27.1,51,-94,2026-05-15 12:49:36,In Transit,2026-05-16,On Track
SHP000340,BAT000340,DRG0340,Tretinoin 0.025% Cream,SUP010,Jaipur Depot,Chennai Port,14.563185,79.760462,24.3,Normal,40.4,Normal,Minor,7.6,36,-85,2026-05-16 06:24:36,In Transit,2026-05-16,On Track
SHP000341,BAT000341,DRG0341,Isotretinoin 10mg,SUP008,Delhi Cold Hub,Chennai Port,24.008747,78.13565,22.8,Normal,76.2,High Humidity Alert,ALERT: Severe,67.2,28,-60,2026-05-15 20:20:36,Delayed,2026-05-26,On Track
SHP000342,BAT000342,DRG0342,Isotretinoin 20mg,SUP003,Mumbai Warehouse,Chennai Port,14.700765,78.254415,31.2,CRITICAL TEMP EXCURSION,74.6,Normal,Normal,28.9,89,-80,2026-05-16 02:13:36,In Transit,2026-05-25,On Track
SHP000343,BAT000343,DRG0343,Doxycycline 40mg (Acne),SUP007,Lucknow Store,Jaipur Depot,26.857987,78.720356,26.9,Normal,66.7,Normal,ALERT: Severe,12.2,21,-89,2026-05-15 09:33:36,Delayed,2026-05-26,Breached
SHP000344,BAT000344,DRG0344,Acitretin 10mg,SUP001,Jaipur Depot,Bengaluru Pharma Hub,23.689939,76.162461,29.9,WARNING: Near Limit,53.5,Normal,Normal,56.0,53,-75,2026-05-15 09:34:36,Delivered,2026-05-18,On Track
SHP000345,BAT000345,DRG0345,Methotrexate 7.5mg (Psoriasis),SUP006,Lucknow Store,Jaipur Depot,26.955124,76.147129,4.0,Normal,59.4,Normal,Normal,7.7,66,-95,2026-05-15 09:18:36,In Transit,2026-05-23,On Track
SHP000346,BAT000346,DRG0346,Calcipotriol 50mcg/g Ointment,SUP017,Lucknow Store,Kolkata Cold Chain,25.142066,83.973398,23.8,Normal,71.7,Normal,ALERT: Severe,82.4,57,-56,2026-05-16 06:31:36,In Transit,2026-05-19,On Track
SHP000347,BAT000347,DRG0347,Permethrin 5% Cream,SUP015,Chennai Port,Ahmedabad Hub,15.664548,78.268947,25.9,Normal,56.5,Normal,Minor,28.4,71,-104,2026-05-16 06:18:36,In Transit,2026-05-23,On Track
SHP000348,BAT000348,DRG0348,Lindane 1% Lotion,SUP011,Ahmedabad Hub,Lucknow Store,23.740717,74.216256,18.7,Normal,53.0,Normal,Minor,68.6,42,-108,2026-05-16 01:44:36,Delayed,2026-05-21,On Track
SHP000349,BAT000349,DRG0349,Silver Sulfadiazine 1% Cream,SUP012,Lucknow Store,Delhi Cold Hub,27.892301,78.707651,20.3,Normal,70.2,Normal,Normal,76.7,59,-93,2026-05-15 15:26:36,In Transit,2026-05-24,On Track
SHP000350,BAT000350,DRG0350,Timolol 0.5% Eye Drops,SUP006,Lucknow Store,Mumbai Warehouse,20.786985,74.60751,24.4,Normal,77.6,High Humidity Alert,Normal,28.4,28,-51,2026-05-16 06:34:36,Delayed,2026-05-23,Breached
